,Detailed Description,,,,,,,,,,,,,
*metacsv_format_file*,attribute_description,,,,,,,,,,,,,
dataset_name,Towing Log for Gravid Krill 22JUN21,,,,,,,,,,,,,
source_file_name,KRL_LARV_towingLOG_22JUN21.csv,,,,,,,,,,,,,
project_name,Larval Krill Chamber Pilot Project,,,,,,,,,,,,,
description,"towing log details for gravid female krill search IVO Mukilteo, 2nd tow",,,,,,,,,,,,,
keywords,Euphausia pacifica,,,,,,,,,,,,,
data_source,"Adult, gravid",,,,,,,,,,,,,
r_script_source,"gravid, tow, environmental chamber rearing, pilot, artifical seawater",,,,,,,,,,,,,
file_creation_date,observer generated,,,,,,,,,,,,,
last_modified_date,7/7/21,,,,,,,,,,,,,
version_number,version 01,,,,,,,,,,,,,
version_history,7/12/21,,,,,,,,,,,,,
editor_name_history,22JUN21_towlog_version01,,,,,,,,,,,,,
data_collection_start_date,Data collected on 22JUN21 for first towing event,,,,,,,,,,,,,
data_collection_end_date,Data collected on 22JUN21 for first towing event and concluded same day,,,,,,,,,,,,,
data_collection_location,"47.94855, -122.3119 IVO Mukilteo WA",,,,,,,,,,,,,
species,species of interest euphausia pacifica,,,,,,,,,,,,,
life_stage,"Adult, gravid",,,,,,,,,,,,,
data_entered_by,"Kate Rovinski, kate.rovinski@noaa.gov",,,,,,,,,,,,,
data_contributor,"Kate Rovinski, kate.rovinski@noaa.gov",,,,,,,,,,,,,
data_owner,"Paul McElhany, Shallin Busch",,,,,,,,,,,,,
institution,"Paul McElhany, paul.mcelhany@noaa.gov NWFSC Science Center",,,,,,,,,,,,,
data_point_of_contact,"Kate Rovinski, kate.rovinski@noaa.gov",,,,,,,,,,,,,
data_POC_email,"Kate Rovinski, kate.rovinski@noaa.gov",,,,,,,,,,,,,
archive_link,https://drive.google.com/drive/folders/1Er0LKo1OfFajMm_FkOQwqBdnyGlG7vtr?usp=sharing,,,,,,,,,,,,,
how_to_cite,Acknowledgements that need to be included in any use of the data.,,,,,,,,,,,,,
acknowledgements,N/A,,,,,,,,,,,,,
related_datasets,Related datasets also located (https://drive.google.com/drive/folders/1Er0LKo1OfFajMm_FkOQwqBdnyGlG7vtr?usp=sharing),,,,,,,,,,,,,
***,,,,,,,,,,,,,,
variable_name,variable_long_name,units,description,data_type,format,missing_value_indicator,instrument,variable_min,variable_max,,,,,
Tow_#,towing sequence number,character ,character,character,ordinal,N/A,N/A,1,10,,,,,
Time_start,"towing start time, local PST",dateTime,numeric ,numeric,m%/dd%/y% HH:MM,N/A,N/A,6/22/21 23:09,6/23/21 1:14,,,,,
Time_end,"towing end time, local PST time",dateTime,numeric ,numeric,m%/dd%/y% HH:MM,N/A,N/A,6/22/21 23:09,6/23/21 1:17,,,,,
Speed,towing speed with net deployed,numeric,numeric ,numeric,numeric,N/A,GPS-SOG,2.4,4.00,,,,,
Net_depth,cable scope,character ,character,character,character,N/A,N/A,1blk,2blk,,,,,
Catch,estimated number of gravid females,numeric,numeric ,numeric,numeric,N/A,N/A,0,60,,,,,
Kept_(Y/N),gravid females boolean catch information,Boolean,Boolean,Boolean,Boolean,N/A,N/A,Y,N,,,,,
Depth_Under_Keel(m),Depth under the keel not net depth,numeric,numeric ,numeric,numeric,N/A,Garmin,80,110,,,,,
Latitude(N),Latitude of recorded tow,numeric,numeric ,numeric ,coordinates- projection unknown,N/A,N/A,47.9455,47.9516,,,,,
Longitude(W),Longitude of recorded tow,numeric,numeric ,numeric ,coordinates- projection unknown,N/A,N/A,122.284,122.31447,,,,,
Notes,Recorded observational notes,character ,character,character,character,N/A,N/A,not applicable,not applicable,,,,,
Crew,Crew members present,character ,character,character,character,N/A,N/A,not applicable,not applicable,,,,,
Date,Date of tow started,date ,numeric ,numeric,m%/dd%/y%,N/A,N/A,6/22/21 0:00,6/22/21 0:00,,,,,
Sunset_time,"time of sunset, not twilight",dateTime,numeric ,numeric,m%/dd%/y% HH:MM,N/A,N/A,6/22/21 21:11,6/22/21 21:11,,,,,
Boat_launch_time,time boat left from town floating dock,date ,numeric ,numeric,m%/dd%/y%,N/A,N/A,6/22/21 21:45,6/22/21 21:45,,,,,
###,,,,,,,,,,,,,,
